#seq_id	SVM score	label	NCV
chr10.6238300.6238926	-0.99657446	1	0
chr10.7757450.7758801	0.90912049	1	4
chr10.8992150.8992551	-0.41560668	1	2
chr10.9265550.9266026	-0.26999153	1	2
chr10.10567575.10568126	-0.16788051	1	1
chr10.12827325.12828951	0.79046134	1	3
chr10.12836750.12837751	0.39959063	1	3
chr10.13135125.13136301	0.48963605	1	1
chr10.15772100.15773251	0.62308968	1	2
chr10.16949750.16950601	0.48238445	1	2
chr10.16958150.16958726	0.48046392	1	1
chr10.17547050.17547476	-0.14692781	1	1
chr10.18095075.18095651	-0.3726087	1	3
chr10.18177475.18178626	0.22799589	1	1
chr10.18996800.18997851	1.6361983	1	0
chr10.19029875.19030676	0.45469046	1	0
chr10.19049025.19049676	0.55217119	1	4
chr10.19058675.19059226	-0.063502251	1	1
chr10.20801875.20802726	-0.46527554	1	0
chr10.21629700.21630126	-0.41384796	1	2
chr10.24127225.24127701	-0.34743947	1	0
chr10.26047200.26047851	-0.2612363	1	1
chr10.26721525.26721976	0.38987176	1	3
chr10.29814375.29814876	-0.42606469	1	2
chr10.30125600.30126576	-0.11134742	1	2
chr10.32590475.32591276	-0.052051749	1	4
chr10.36797900.36798876	0.10065104	1	1
chr10.36858900.36859476	0.3750971	1	4
chr10.36970775.36971351	-0.30375398	1	2
chr10.37097600.37098751	-0.5079886	1	0
chr10.37116975.37117801	-0.23076988	1	3
chr10.37160050.37160751	-0.030352425	1	4
chr10.37386175.37387526	0.80472938	1	0
chr10.38273025.38274351	0.5352535	1	3
chr10.39040725.39041726	0.0022550542	1	4
chr10.39379150.39380101	0.47615419	1	2
chr10.40662575.40663076	0.14732973	1	1
chr10.41436325.41436826	-0.47878672	1	0
chr10.41941000.41941626	-0.39792957	1	0
chr10.42059750.42060501	0.21570535	1	1
chr10.42427750.42428276	-1.3026262	1	1
chr10.42874650.42875176	0.15436687	1	0
chr10.43037200.43037876	0.5457466	1	4
chr10.44606850.44607351	0.6022061	1	0
chr10.45130250.45130901	-0.51137348	1	2
chr10.46417700.46418201	-0.13810254	1	0
chr10.46642275.46642951	0.082514581	1	1
chr10.48975925.48976451	0.12931765	1	0
chr10.49042225.49042676	0.10768499	1	2
chr10.50872975.50873926	1.1085463	1	0
chr10.50977125.50978151	0.20608329	1	4
chr10.51546225.51546826	0.26713375	1	3
chr10.51681275.51681651	-0.056941052	1	2
chr10.52462200.52463251	0.65154778	1	4
chr10.57447250.57447726	-0.3143418	1	1
chr10.57503850.57505051	-0.12738542	1	4
chr10.57542175.57542776	-0.21675522	1	3
chr10.58412450.58413276	0.94622242	1	1
chr10.58553125.58553701	-0.1776605	1	2
chr10.61721225.61721526	-0.18526276	1	3
chr10.62328000.62328451	-0.25147736	1	1
chr10.66021025.66021551	-0.14683419	1	3
chr10.66382700.66383951	-0.13062227	1	0
chr10.66466025.66467401	0.38119137	1	3
chr10.66567150.66567651	-0.36270072	1	2
chr10.68928275.68928876	-0.070627216	1	4
chr10.69947550.69948076	0.21243431	1	3
chr10.71217425.71218201	0.019013251	1	1
chr10.79117550.79118001	-0.47556736	1	4
chr10.82673475.82674301	-0.36653841	1	2
chr10.84322350.84322826	0.083349308	1	3
chr10.84647850.84648251	-0.55159475	1	4
chr10.86521125.86521576	0.095057107	1	4
chr10.86564250.86565101	0.50077738	1	0
chr10.86788575.86788951	-0.016595664	1	2
chr10.86910025.86911301	1.5341368	1	4
chr10.86951650.86952826	1.1882146	1	2
chr10.88896975.88898176	1.0967677	1	4
chr10.91344350.91344851	0.32069595	1	3
chr10.91544000.91544476	-0.22620435	1	4
chr10.91625600.91626951	0.13325589	1	2
chr10.92018625.92020426	2.0098812	1	4
chr10.92545650.92546226	0.15194412	1	2
chr10.92726150.92726701	-0.42424169	1	0
chr10.92745350.92746076	0.11526733	1	2
chr10.92837000.92838126	-0.28988746	1	3
chr10.94702050.94702801	0.65792397	1	2
chr10.95771150.95772176	0.68159734	1	4
chr10.96108200.96109351	0.91332014	1	0
chr10.96418075.96419401	1.5096364	1	2
chr10.96941875.96942851	0.77716089	1	3
chr10.99573550.99574301	0.0073165402	1	0
chr10.104817575.104818601	0.50189032	1	3
chr10.104921425.104922276	0.84673894	1	3
chr10.105363475.105364301	-0.0052915381	1	1
chr10.109121700.109122226	-0.18808385	1	1
chr10.109979800.109980226	0.16174195	1	4
chr10.110368175.110368726	-0.28514745	1	0
chr10.115008075.115008901	0.51537678	1	2
chr10.118396450.118397351	0.04945491	1	3
chr10.118398900.118399426	-0.078302933	1	4
chr10.119853925.119855501	1.2355533	1	2
chr10.120262425.120263101	-0.17591472	1	2
chr11.5291000.5291926	0.22727227	1	3
chr11.10988025.10988526	-0.18066792	1	0
chr11.11767950.11768676	0.41230893	1	4
chr11.11840900.11841851	-0.10963358	1	2
chr11.12267450.12268076	-0.2425102	1	1
chr11.12276675.12277051	-0.52481999	1	2
chr11.14081875.14082826	-0.022128308	1	3
chr11.17360275.17361276	1.5241922	1	4
chr11.18063625.18064726	0.48824886	1	4
chr11.18071200.18071676	0.23002783	1	4
chr11.18816575.18817351	0.31833484	1	2
chr11.20555675.20556551	0.0040325682	1	0
chr11.20563525.20564051	-0.15547391	1	4
chr11.21917425.21918151	-0.037726363	1	0
chr11.21934600.21935201	0.17540026	1	2
chr11.22247875.22249076	1.1948085	1	1
chr11.22272625.22273101	1.0302332	1	4
chr11.23979350.23980051	0.59304657	1	0
chr11.23995675.23996201	0.096952976	1	2
chr11.24230450.24231101	0.63445457	1	0
chr11.24270150.24271026	0.84769636	1	3
chr11.24271125.24271726	0.049129834	1	1
chr11.26706525.26707201	0.10031665	1	2
chr11.28592825.28593976	-0.42522796	1	2
chr11.29674100.29674626	-0.39022852	1	3
chr11.31927450.31928426	-0.025673642	1	2
chr11.32012850.32013751	0.87278661	1	0
chr11.32041675.32042401	-0.081635482	1	3
chr11.32057500.32058726	1.0925414	1	0
chr11.34316100.34316651	-0.015789166	1	4
chr11.35669750.35670751	-0.1571929	1	3
chr11.35726775.35727501	-0.049757403	1	1
chr11.35867375.35868501	1.0977735	1	2
chr11.36510200.36511226	0.2383623	1	3
chr11.36715625.36716101	-0.049882981	1	3
chr11.36967300.36967676	-0.11268198	1	2
chr11.39737550.39737976	-0.31224658	1	1
chr11.40269775.40270526	0.464785	1	4
chr11.40323900.40324851	0.084485523	1	4
chr11.40387025.40387501	0.44597858	1	1
chr11.40437475.40438576	-0.27202856	1	1
chr11.40508075.40508726	-0.19233311	1	1
chr11.47454075.47454576	0.76955372	1	1
chr11.54567625.54568876	-0.43871587	1	4
chr11.56060250.56061001	-0.26745087	1	3
chr11.61943650.61944701	1.0208606	1	1
chr11.63059825.63060326	0.63151504	1	0
chr11.63113200.63114076	0.46327014	1	1
chr11.63864425.63865301	0.2761764	1	3
