#seq_id	SVM score	label	NCV
chr10.6238300.6238926	-0.95815362	1	4
chr10.7757450.7758801	1.1319326	1	3
chr10.8992150.8992551	-0.36921874	1	3
chr10.9265550.9266026	-0.20765592	1	1
chr10.10567575.10568126	-0.25314063	1	3
chr10.12827325.12828951	0.49886322	1	1
chr10.12836750.12837751	0.29045934	1	2
chr10.13135125.13136301	0.25993933	1	3
chr10.15772100.15773251	0.65716899	1	2
chr10.16949750.16950601	0.5687269	1	0
chr10.16958150.16958726	0.41309325	1	3
chr10.17547050.17547476	-0.072751933	1	0
chr10.18095075.18095651	-0.19344495	1	1
chr10.18177475.18178626	0.50831616	1	1
chr10.18996800.18997851	1.3403712	1	0
chr10.19029875.19030676	0.60101231	1	4
chr10.19049025.19049676	0.77385507	1	3
chr10.19058675.19059226	-0.11595475	1	1
chr10.20801875.20802726	-0.62798318	1	2
chr10.21629700.21630126	-0.3754785	1	1
chr10.24127225.24127701	-0.2306954	1	0
chr10.26047200.26047851	-0.23095405	1	4
chr10.26721525.26721976	0.35653973	1	4
chr10.29814375.29814876	-0.4182286	1	2
chr10.30125600.30126576	0.21302903	1	0
chr10.32590475.32591276	-0.064159606	1	1
chr10.36797900.36798876	0.017305025	1	3
chr10.36858900.36859476	0.54582953	1	0
chr10.36970775.36971351	-0.35206165	1	0
chr10.37097600.37098751	-0.53947863	1	3
chr10.37116975.37117801	-0.26848219	1	0
chr10.37160050.37160751	-0.07419886	1	4
chr10.37386175.37387526	0.83101494	1	2
chr10.38273025.38274351	0.67023686	1	1
chr10.39040725.39041726	-0.038033263	1	0
chr10.39379150.39380101	0.62399926	1	3
chr10.40662575.40663076	0.0015248864	1	3
chr10.41436325.41436826	-0.32843158	1	2
chr10.41941000.41941626	-0.30705154	1	4
chr10.42059750.42060501	0.13936628	1	3
chr10.42427750.42428276	-1.336145	1	3
chr10.42874650.42875176	0.19923031	1	4
chr10.43037200.43037876	0.60107915	1	0
chr10.44606850.44607351	0.44137016	1	3
chr10.45130250.45130901	-0.45564906	1	1
chr10.46417700.46418201	-0.1572252	1	2
chr10.46642275.46642951	0.096732867	1	2
chr10.48975925.48976451	0.17360475	1	4
chr10.49042225.49042676	0.2147151	1	4
chr10.50872975.50873926	1.2660098	1	2
chr10.50977125.50978151	0.1387363	1	0
chr10.51546225.51546826	0.26417711	1	3
chr10.51681275.51681651	-0.12561049	1	0
chr10.52462200.52463251	0.81837784	1	2
chr10.57447250.57447726	-0.49110187	1	1
chr10.57503850.57505051	-0.12217629	1	3
chr10.57542175.57542776	-0.30946426	1	0
chr10.58412450.58413276	0.81448057	1	0
chr10.58553125.58553701	-0.098783562	1	2
chr10.61721225.61721526	-0.45937569	1	4
chr10.62328000.62328451	-0.17187732	1	4
chr10.66021025.66021551	-0.059435509	1	2
chr10.66382700.66383951	-0.010338148	1	4
chr10.66466025.66467401	0.35459878	1	2
chr10.66567150.66567651	-0.42461653	1	0
chr10.68928275.68928876	-0.11187418	1	2
