#seq_id	SVM score	label	NCV
chr10.6238300.6238926	-1.78439802624	1	3
chr10.7757450.7758801	1.41835698887	1	4
chr10.8992150.8992551	-1.01689582842	1	2
chr10.9265550.9266026	0.500214991442	1	3
chr10.10567575.10568126	0.33440511278	1	1
chr10.12827325.12828951	0.538558492687	1	4
chr10.12836750.12837751	0.397094798133	1	1
chr10.13135125.13136301	0.431810604557	1	3
chr10.15772100.15773251	1.05476906539	1	3
chr10.16949750.16950601	1.24187656745	1	1
chr10.16958150.16958726	1.29199766646	1	1
chr10.17547050.17547476	0.858987937516	1	4
chr10.18095075.18095651	0.252548548518	1	0
chr10.18177475.18178626	0.316840200073	1	1
chr10.18996800.18997851	1.93838736504	1	0
chr10.19029875.19030676	1.59599136393	1	0
chr10.19049025.19049676	1.67195711279	1	1
chr10.19058675.19059226	1.00560583353	1	3
chr10.20801875.20802726	-1.009888508	1	2
chr10.21629700.21630126	-0.0731369957791	1	3
chr10.24127225.24127701	-0.25208098644	1	3
chr10.26047200.26047851	0.225910861365	1	4
chr10.26721525.26721976	1.8743634326	1	1
chr10.29814375.29814876	-0.661339357313	1	3
chr10.30125600.30126576	1.14223275881	1	2
chr10.32590475.32591276	0.504994202184	1	4
chr10.36797900.36798876	-0.00352641184771	1	0
chr10.36858900.36859476	1.58204433464	1	0
chr10.36970775.36971351	0.40647786364	1	2
chr10.37097600.37098751	-1.01086261009	1	0
chr10.37116975.37117801	0.289181517585	1	2
chr10.37160050.37160751	0.453646965493	1	3
chr10.37386175.37387526	0.896086288061	1	2
chr10.38273025.38274351	0.540029403971	1	2
chr10.39040725.39041726	0.22693961838	1	2
chr10.39379150.39380101	1.39517693978	1	1
chr10.40662575.40663076	0.515875272327	1	4
chr10.41436325.41436826	-0.138020958597	1	3
chr10.41941000.41941626	-0.340568186574	1	3
chr10.42059750.42060501	0.705326001202	1	1
chr10.42427750.42428276	-3.24809482845	1	4
chr10.42874650.42875176	1.49030501938	1	1
chr10.43037200.43037876	1.97452411791	1	0
chr10.44606850.44607351	2.44309528329	1	1
chr10.45130250.45130901	-0.241439933126	1	3
chr10.46417700.46418201	0.372066059286	1	1
chr10.46642275.46642951	-0.545144954529	1	3
chr10.48975925.48976451	0.531283572952	1	2
chr10.49042225.49042676	1.81402892368	1	3
chr10.50872975.50873926	2.57514081037	1	4
chr10.50977125.50978151	1.10985721645	1	4
chr10.51546225.51546826	1.50328619863	1	2
chr10.51681275.51681651	0.656433807785	1	3
chr10.52462200.52463251	1.42097258295	1	4
chr10.57447250.57447726	-0.019766831646	1	2
chr10.57503850.57505051	-0.00555536214237	1	2
chr10.57542175.57542776	0.0505888450784	1	0
chr10.58412450.58413276	2.21024269902	1	1
chr10.58553125.58553701	0.323620129266	1	0
chr10.61721225.61721526	-0.946750171835	1	4
chr10.62328000.62328451	-0.66120739528	1	0
chr10.66021025.66021551	0.194690511538	1	2
chr10.66382700.66383951	-0.639278566908	1	0
chr10.66466025.66467401	0.760597041094	1	0
chr10.66567150.66567651	-0.308859871442	1	4
chr10.68928275.68928876	-0.15135261543	1	0
chr10.69947550.69948076	1.49244175976	1	3
chr10.71217425.71218201	0.129885332868	1	0
chr10.79117550.79118001	-0.352296842536	1	0
chr10.82673475.82674301	-0.578217265194	1	3
chr10.84322350.84322826	0.424654697732	1	1
chr10.84647850.84648251	-1.35257104626	1	4
chr10.86521125.86521576	2.03566802882	1	0
chr10.86564250.86565101	0.538330290222	1	1
chr10.86788575.86788951	0.954614186977	1	3
chr10.86910025.86911301	1.55145957811	1	2
chr10.86951650.86952826	1.56367133742	1	1
chr10.88896975.88898176	1.12991841237	1	0
chr10.91344350.91344851	1.35130804255	1	4
chr10.91544000.91544476	0.443652664816	1	4
chr10.91625600.91626951	1.23493303851	1	1
chr10.92018625.92020426	1.72248732719	1	0
chr10.92545650.92546226	1.23182584935	1	1
chr10.92726150.92726701	-0.29716769796	1	0
chr10.92745350.92746076	0.411506041015	1	2
chr10.92837000.92838126	0.0482634683728	1	4
chr10.94702050.94702801	0.76931425167	1	1
chr10.95771150.95772176	1.1363464782	1	0
chr10.96108200.96109351	1.07412842697	1	1
chr10.96418075.96419401	1.90811200202	1	2
chr10.96941875.96942851	1.34332935369	1	4
chr10.99573550.99574301	0.704409678298	1	3
chr10.104817575.104818601	1.75128891296	1	2
chr10.104921425.104922276	1.30703894328	1	1
chr10.105363475.105364301	0.172359563696	1	1
chr10.109121700.109122226	0.36368407937	1	2
chr10.109979800.109980226	2.01466489682	1	0
chr10.110368175.110368726	0.761356319233	1	4
chr10.115008075.115008901	1.48658729332	1	3
chr10.118396450.118397351	0.416396532232	1	0
chr10.118398900.118399426	0.0373147240855	1	4
chr10.119853925.119855501	1.01938457442	1	1
chr10.120262425.120263101	-0.0218186378435	1	3
chr11.5291000.5291926	0.512088416194	1	0
chr11.10988025.10988526	0.690415573768	1	1
chr11.11767950.11768676	1.86280852896	1	0
chr11.11840900.11841851	0.571533396868	1	0
chr11.12267450.12268076	0.106147532264	1	4
chr11.12276675.12277051	0.0625917681173	1	3
chr11.14081875.14082826	1.00086293659	1	2
chr11.17360275.17361276	1.27589447132	1	4
chr11.18063625.18064726	0.442895388224	1	3
chr11.18071200.18071676	1.5610889975	1	1
chr11.18816575.18817351	1.24611525762	1	3
chr11.20555675.20556551	0.01384621816	1	2
chr11.20563525.20564051	0.840765981502	1	0
chr11.21917425.21918151	0.164732671228	1	4
chr11.21934600.21935201	0.599035434205	1	2
chr11.22247875.22249076	0.494956621882	1	1
chr11.22272625.22273101	1.27732711565	1	0
chr11.23979350.23980051	1.75267357675	1	4
chr11.23995675.23996201	1.18392810054	1	3
chr11.24230450.24231101	2.30270259275	1	1
chr11.24270150.24271026	1.62525420334	1	0
chr11.24271125.24271726	1.02061343909	1	3
chr11.26706525.26707201	-0.162675729122	1	1
chr11.28592825.28593976	0.0558877066372	1	0
chr11.29674100.29674626	-0.230583613176	1	2
chr11.31927450.31928426	0.47747646946	1	3
chr11.32012850.32013751	1.21522299096	1	0
chr11.32041675.32042401	1.04228930526	1	2
chr11.32057500.32058726	1.57578063722	1	0
chr11.34316100.34316651	0.407524604511	1	2
chr11.35669750.35670751	-0.0394266779991	1	3
chr11.35726775.35727501	0.403165086566	1	4
chr11.35867375.35868501	1.090088964	1	2
chr11.36510200.36511226	0.983665714486	1	0
chr11.36715625.36716101	0.0223086624166	1	3
chr11.36967300.36967676	1.60516863083	1	0
chr11.39737550.39737976	-0.0333158816112	1	1
chr11.40269775.40270526	0.58218842395	1	2
chr11.40323900.40324851	1.09143511997	1	3
chr11.40387025.40387501	2.17775365531	1	0
chr11.40437475.40438576	0.0594612718078	1	3
chr11.40508075.40508726	0.23849393459	1	1
chr11.47454075.47454576	2.18951454241	1	3
chr11.54567625.54568876	-0.126354152217	1	2
chr11.56060250.56061001	-0.548431631084	1	3
chr11.61943650.61944701	0.459136019024	1	3
chr11.63059825.63060326	2.21065197971	1	3
chr11.63113200.63114076	1.44966287853	1	2
chr11.63864425.63865301	0.565670279271	1	3
chr11.64091725.64092251	1.8443227789	1	0
chr11.64214125.64214501	1.01812288002	1	0
chr11.65690750.65691401	3.0507418729	1	4
chr11.66831200.66831676	0.368734708647	1	2
chr11.66890850.66891301	2.24145999653	1	1
chr11.67958875.67959901	1.91582034849	1	2
chr11.67964350.67965101	0.578795806179	1	1
chr11.68028575.68029351	-0.427078419086	1	1
chr11.69843150.69843776	-0.234130667998	1	4
chr11.71228100.71228801	-0.441986120838	1	1
chr11.71253400.71253826	2.16625638157	1	4
chr11.71571800.71572626	0.531869727757	1	2
chr11.74344700.74345276	1.6297466645	1	4
chr11.76460450.76460901	0.862552391594	1	0
chr11.77707300.77708351	1.36942548614	1	1
chr11.77743650.77744176	-0.0750763426299	1	4
chr11.77761275.77761751	-0.247683725476	1	2
chr11.77778225.77779376	1.24400716559	1	2
chr11.78700625.78701401	1.22710814307	1	2
chr11.80105750.80106326	-0.208269985759	1	4
chr11.80129075.80129926	-0.816400038924	1	1
chr11.80149050.80149976	-0.63328542936	1	1
chr11.80317550.80318276	2.00984973737	1	2
chr11.80321900.80322676	0.606050555792	1	0
chr11.80331850.80332651	0.305449977439	1	1
chr11.80391225.80392151	1.15828126691	1	3
chr11.81426400.81427201	1.14866705381	1	0
chr11.81673850.81674501	0.823769743061	1	1
chr11.82676400.82677651	0.883139840673	1	4
chr11.83856575.83857651	0.252481031126	1	1
chr11.84384000.84384401	0.910187163858	1	1
chr11.85528125.85528576	0.1631112092	1	1
chr11.85852450.85853251	2.19324516942	1	2
chr11.86383500.86384301	0.436044434581	1	2
chr11.87240050.87240426	-1.80716179725	1	0
chr11.87630350.87630726	0.0671857495141	1	1
chr11.87932800.87933276	0.918494631682	1	2
chr11.87952500.87953226	-0.410748169221	1	2
chr11.88047225.88048251	-0.113970292949	1	2
chr11.88054150.88055076	0.659315296094	1	1
chr11.88170325.88170901	-0.415688576297	1	3
chr11.88268500.88269051	1.93446500744	1	4
chr11.88294900.88296251	0.654655929314	1	4
chr11.88398550.88399276	-0.165773579086	1	2
chr11.88491050.88491726	1.32080081102	1	4
chr11.88563500.88564601	1.18671639272	1	4
chr11.89243050.89244226	0.594262952771	1	4
chr11.89485000.89486226	1.23688545504	1	0
chr11.89626650.89627576	0.057368584434	1	4
chr11.90409700.90410201	1.71548347673	1	3
chr11.94021375.94022051	0.804129269165	1	4
chr11.96736750.96738276	1.0021571777	1	1
chr11.96746775.96747676	1.81902630119	1	1
chr11.98803200.98803851	-0.928892454164	1	2
chr11.101338775.101339676	0.267519386676	1	0
