#seq_id	SVM score	label	NCV
chr10.6238300.6238926	-0.89243915	1	2
chr10.7757450.7758801	1.067549	1	4
chr10.8992150.8992551	-0.3765879	1	0
chr10.9265550.9266026	-0.19297256	1	4
chr10.10567575.10568126	-0.17982079	1	4
chr10.12827325.12828951	0.61379412	1	3
chr10.12836750.12837751	0.36543096	1	1
chr10.13135125.13136301	0.41021304	1	4
chr10.15772100.15773251	0.66833955	1	1
chr10.16949750.16950601	0.52195986	1	0
chr10.16958150.16958726	0.36700352	1	0
chr10.17547050.17547476	-0.15995858	1	0
chr10.18095075.18095651	-0.26509948	1	3
chr10.18177475.18178626	0.27600489	1	4
chr10.18996800.18997851	1.3778444	1	1
chr10.19029875.19030676	0.52375589	1	1
chr10.19049025.19049676	0.5583367	1	1
chr10.19058675.19059226	-0.16247658	1	0
chr10.20801875.20802726	-0.63034117	1	3
chr10.21629700.21630126	-0.29617684	1	2
chr10.24127225.24127701	-0.40884164	1	1
chr10.26047200.26047851	-0.30848264	1	2
chr10.26721525.26721976	0.34458187	1	1
chr10.29814375.29814876	-0.40813044	1	1
chr10.30125600.30126576	0.010104122	1	4
chr10.32590475.32591276	-0.03839398	1	3
chr10.36797900.36798876	0.069151296	1	0
chr10.36858900.36859476	0.39499083	1	1
chr10.36970775.36971351	-0.27610415	1	4
chr10.37097600.37098751	-0.37599055	1	2
chr10.37116975.37117801	-0.2252571	1	4
chr10.37160050.37160751	-0.053383302	1	4
chr10.37386175.37387526	1.0881127	1	3
chr10.38273025.38274351	0.56021439	1	4
chr10.39040725.39041726	0.12607803	1	1
chr10.39379150.39380101	0.6475899	1	0
chr10.40662575.40663076	0.17921969	1	0
chr10.41436325.41436826	-0.40651003	1	4
chr10.41941000.41941626	-0.47225815	1	3
chr10.42059750.42060501	0.18631233	1	2
chr10.42427750.42428276	-1.2824617	1	2
chr10.42874650.42875176	0.14488716	1	2
chr10.43037200.43037876	0.57266718	1	2
chr10.44606850.44607351	0.58897281	1	0
chr10.45130250.45130901	-0.52276305	1	0
chr10.46417700.46418201	-0.17637126	1	3
chr10.46642275.46642951	-0.011860978	1	1
chr10.48975925.48976451	0.17492431	1	3
chr10.49042225.49042676	0.24453572	1	2
chr10.50872975.50873926	1.1023919	1	1
chr10.50977125.50978151	0.15656267	1	3
chr10.51546225.51546826	0.22077418	1	0
chr10.51681275.51681651	-0.057891862	1	3
chr10.52462200.52463251	0.73781706	1	3
chr10.57447250.57447726	-0.36516513	1	1
chr10.57503850.57505051	-0.079274066	1	0
chr10.57542175.57542776	-0.18772619	1	3
chr10.58412450.58413276	0.8498032	1	0
chr10.58553125.58553701	-0.011651398	1	4
chr10.61721225.61721526	-0.40040996	1	3
chr10.62328000.62328451	-0.28267443	1	1
chr10.66021025.66021551	-0.14590785	1	2
chr10.66382700.66383951	0.031468611	1	3
chr10.66466025.66467401	0.32423101	1	0
chr10.66567150.66567651	-0.41583434	1	4
chr10.68928275.68928876	-0.20178231	1	4
chr10.69947550.69948076	0.35370935	1	1
chr10.71217425.71218201	-0.3760095	1	2
chr10.79117550.79118001	-0.46889141	1	1
chr10.82673475.82674301	-0.49619947	1	2
chr10.84322350.84322826	0.0077297528	1	2
chr10.84647850.84648251	-0.60087518	1	3
chr10.86521125.86521576	0.1403213	1	3
chr10.86564250.86565101	0.67812587	1	0
chr10.86788575.86788951	-0.2432528	1	0
chr10.86910025.86911301	1.7181657	1	2
chr10.86951650.86952826	0.87191844	1	1
chr10.88896975.88898176	1.102519	1	1
chr10.91344350.91344851	0.34352233	1	3
chr10.91544000.91544476	-0.078951592	1	3
chr10.91625600.91626951	0.48006752	1	3
chr10.92018625.92020426	1.9259639	1	2
chr10.92545650.92546226	0.24215864	1	1
