#seq_id	SVM score	label	NCV
chr10.6238300.6238926	-0.92474549	1	3
chr10.7757450.7758801	0.8266869	1	4
chr10.8992150.8992551	-0.37599471	1	3
chr10.9265550.9266026	-0.37778155	1	1
chr10.10567575.10568126	-0.14463025	1	4
chr10.12827325.12828951	0.49557593	1	1
chr10.12836750.12837751	0.51784974	1	1
chr10.13135125.13136301	0.2832408	1	2
chr10.15772100.15773251	0.70268819	1	3
chr10.16949750.16950601	0.65156804	1	3
chr10.16958150.16958726	0.3556105	1	4
chr10.17547050.17547476	-0.1558572	1	0
chr10.18095075.18095651	-0.29519099	1	1
chr10.18177475.18178626	0.58502737	1	2
chr10.18996800.18997851	1.5975286	1	2
chr10.19029875.19030676	0.47968262	1	1
chr10.19049025.19049676	0.60985348	1	0
chr10.19058675.19059226	-0.19156444	1	3
chr10.20801875.20802726	-0.66529363	1	1
chr10.21629700.21630126	-0.29807146	1	0
chr10.24127225.24127701	-0.28872094	1	0
chr10.26047200.26047851	-0.26629489	1	3
chr10.26721525.26721976	0.29450952	1	1
chr10.29814375.29814876	-0.50658747	1	1
chr10.30125600.30126576	0.11700446	1	2
chr10.32590475.32591276	-0.17871386	1	4
chr10.36797900.36798876	-0.084304739	1	1
chr10.36858900.36859476	0.42806273	1	2
chr10.36970775.36971351	-0.29418856	1	3
chr10.37097600.37098751	-0.71296399	1	4
chr10.37116975.37117801	-0.18591656	1	4
chr10.37160050.37160751	-0.19306809	1	2
chr10.37386175.37387526	0.46471037	1	4
chr10.38273025.38274351	0.6981058	1	2
chr10.39040725.39041726	0.021901131	1	4
chr10.39379150.39380101	0.42983645	1	2
chr10.40662575.40663076	-0.14749517	1	1
chr10.41436325.41436826	-0.24446688	1	4
chr10.41941000.41941626	-0.36566038	1	1
chr10.42059750.42060501	0.21128705	1	0
chr10.42427750.42428276	-1.2950301	1	3
chr10.42874650.42875176	0.16484488	1	4
chr10.43037200.43037876	0.39302615	1	1
chr10.44606850.44607351	0.44255534	1	1
chr10.45130250.45130901	-0.55661465	1	2
chr10.46417700.46418201	-0.16421856	1	1
chr10.46642275.46642951	-0.033108146	1	0
chr10.48975925.48976451	0.23392438	1	3
chr10.49042225.49042676	0.1029143	1	1
chr10.50872975.50873926	1.3160148	1	0
chr10.50977125.50978151	0.27604069	1	4
chr10.51546225.51546826	0.098801084	1	1
chr10.51681275.51681651	-0.066279198	1	3
chr10.52462200.52463251	0.84468057	1	0
chr10.57447250.57447726	-0.39707975	1	1
chr10.57503850.57505051	0.047184601	1	1
chr10.57542175.57542776	-0.17945025	1	4
chr10.58412450.58413276	0.85882432	1	2
chr10.58553125.58553701	-0.026837803	1	3
chr10.61721225.61721526	-0.52283952	1	1
chr10.62328000.62328451	-0.22214411	1	1
chr10.66021025.66021551	-0.017484889	1	0
chr10.66382700.66383951	0.055238243	1	0
chr10.66466025.66467401	0.34937118	1	1
chr10.66567150.66567651	-0.41712221	1	4
chr10.68928275.68928876	-0.12692294	1	1
chr10.69947550.69948076	0.45502166	1	1
chr10.71217425.71218201	-0.23052305	1	1
chr10.79117550.79118001	-0.5251368	1	3
chr10.82673475.82674301	-0.47437315	1	3
chr10.84322350.84322826	-0.20965275	1	4
chr10.84647850.84648251	-0.47772621	1	2
chr10.86521125.86521576	0.094582263	1	0
chr10.86564250.86565101	0.4818978	1	1
chr10.86788575.86788951	0.092034747	1	0
chr10.86910025.86911301	1.5404883	1	1
chr10.86951650.86952826	1.2843497	1	0
chr10.88896975.88898176	1.3048467	1	1
chr10.91344350.91344851	0.33374871	1	0
chr10.91544000.91544476	-0.14626389	1	1
chr10.91625600.91626951	0.34623629	1	1
chr10.92018625.92020426	1.7335066	1	2
chr10.92545650.92546226	0.31831824	1	1
chr10.92726150.92726701	-0.41145275	1	0
chr10.92745350.92746076	0.090497028	1	0
chr10.92837000.92838126	0.060229559	1	3
chr10.94702050.94702801	0.66587877	1	3
chr10.95771150.95772176	0.69404587	1	2
chr10.96108200.96109351	1.0039646	1	4
chr10.96418075.96419401	1.6937635	1	4
chr10.96941875.96942851	0.67325654	1	2
chr10.99573550.99574301	-0.03667618	1	2
chr10.104817575.104818601	0.49925812	1	1
chr10.104921425.104922276	1.1391666	1	2
chr10.105363475.105364301	0.064379696	1	2
chr10.109121700.109122226	-0.15086845	1	2
chr10.109979800.109980226	0.067999138	1	1
chr10.110368175.110368726	-0.28273104	1	2
chr10.115008075.115008901	0.43364763	1	1
chr10.118396450.118397351	0.29085882	1	2
chr10.118398900.118399426	-0.098004079	1	1
chr10.119853925.119855501	0.996758	1	0
chr10.120262425.120263101	-0.077121922	1	2
chr11.5291000.5291926	0.47906364	1	1
chr11.10988025.10988526	-0.13961398	1	3
chr11.11767950.11768676	0.37183548	1	2
chr11.11840900.11841851	-0.10981089	1	0
chr11.12267450.12268076	-0.23499114	1	3
chr11.12276675.12277051	-0.46069734	1	0
chr11.14081875.14082826	0.25726579	1	2
chr11.17360275.17361276	0.94594325	1	1
chr11.18063625.18064726	0.38340851	1	3
chr11.18071200.18071676	0.2303	1	0
chr11.18816575.18817351	0.48726673	1	0
chr11.20555675.20556551	-0.09448126	1	0
chr11.20563525.20564051	0.0027653272	1	4
chr11.21917425.21918151	-0.086231686	1	2
chr11.21934600.21935201	0.17739709	1	3
chr11.22247875.22249076	0.87536177	1	2
chr11.22272625.22273101	0.35357482	1	2
chr11.23979350.23980051	0.44316999	1	4
chr11.23995675.23996201	0.24834259	1	2
chr11.24230450.24231101	0.72748736	1	2
chr11.24270150.24271026	0.87490112	1	1
chr11.24271125.24271726	0.17790124	1	4
chr11.26706525.26707201	-0.044406015	1	3
chr11.28592825.28593976	-0.056710264	1	2
chr11.29674100.29674626	-0.4030254	1	4
chr11.31927450.31928426	0.14501834	1	3
chr11.32012850.32013751	0.90413617	1	2
chr11.32041675.32042401	-0.0843504	1	3
chr11.32057500.32058726	1.5593374	1	1
chr11.34316100.34316651	0.021309502	1	1
chr11.35669750.35670751	-0.19651005	1	0
chr11.35726775.35727501	0.11624618	1	0
chr11.35867375.35868501	0.99802297	1	4
chr11.36510200.36511226	0.30016861	1	2
chr11.36715625.36716101	-0.14965263	1	1
chr11.36967300.36967676	-0.12130675	1	1
chr11.39737550.39737976	-0.32250061	1	1
chr11.40269775.40270526	0.55998762	1	4
chr11.40323900.40324851	0.12754179	1	4
chr11.40387025.40387501	0.25706504	1	3
chr11.40437475.40438576	-0.080985326	1	3
chr11.40508075.40508726	-0.13216921	1	1
chr11.47454075.47454576	0.80411492	1	3
chr11.54567625.54568876	-0.29182244	1	3
chr11.56060250.56061001	-0.35004035	1	2
