#seq_id	SVM score	label	NCV
chr10.6238300.6238926	-0.91972345	1	1
chr10.7757450.7758801	1.4246334	1	3
chr10.8992150.8992551	-0.4675644	1	0
chr10.9265550.9266026	-0.19612477	1	0
chr10.10567575.10568126	-0.22405314	1	0
chr10.12827325.12828951	0.793332	1	1
chr10.12836750.12837751	0.28380258	1	4
chr10.13135125.13136301	0.62166908	1	3
chr10.15772100.15773251	0.62277695	1	0
chr10.16949750.16950601	0.18105131	1	4
chr10.16958150.16958726	0.43989714	1	2
chr10.17547050.17547476	-0.19439644	1	3
chr10.18095075.18095651	-0.35617789	1	4
chr10.18177475.18178626	0.18355238	1	4
chr10.18996800.18997851	1.5592667	1	3
chr10.19029875.19030676	0.43553938	1	1
chr10.19049025.19049676	0.47112957	1	4
chr10.19058675.19059226	0.066562502	1	0
chr10.20801875.20802726	-0.63846135	1	0
chr10.21629700.21630126	-0.39971847	1	0
chr10.24127225.24127701	-0.37335669	1	4
chr10.26047200.26047851	-0.32463308	1	2
chr10.26721525.26721976	0.37660982	1	4
chr10.29814375.29814876	-0.29782921	1	1
chr10.30125600.30126576	0.021730447	1	2
chr10.32590475.32591276	-0.10790192	1	4
chr10.36797900.36798876	0.10662811	1	0
chr10.36858900.36859476	0.36394369	1	3
chr10.36970775.36971351	-0.23774414	1	0
chr10.37097600.37098751	-0.38857859	1	3
chr10.37116975.37117801	-0.20309915	1	3
chr10.37160050.37160751	0.058191622	1	4
chr10.37386175.37387526	1.3251494	1	3
chr10.38273025.38274351	0.85255264	1	2
chr10.39040725.39041726	0.18497954	1	1
chr10.39379150.39380101	0.44334335	1	0
chr10.40662575.40663076	0.12045189	1	1
chr10.41436325.41436826	-0.3308129	1	2
chr10.41941000.41941626	-0.40891629	1	2
chr10.42059750.42060501	0.31287926	1	3
chr10.42427750.42428276	-1.3198596	1	4
chr10.42874650.42875176	0.20285739	1	1
chr10.43037200.43037876	0.45021021	1	0
chr10.44606850.44607351	0.62418574	1	2
chr10.45130250.45130901	-0.5257049	1	2
chr10.46417700.46418201	-0.064321376	1	2
chr10.46642275.46642951	0.047166255	1	0
chr10.48975925.48976451	-0.025502268	1	2
chr10.49042225.49042676	0.17621226	1	4
chr10.50872975.50873926	1.0983649	1	4
chr10.50977125.50978151	0.19525875	1	4
chr10.51546225.51546826	0.16887895	1	2
chr10.51681275.51681651	-0.13849459	1	4
chr10.52462200.52463251	0.65430761	1	1
chr10.57447250.57447726	-0.34124933	1	1
chr10.57503850.57505051	0.018695218	1	2
chr10.57542175.57542776	-0.27959509	1	1
chr10.58412450.58413276	0.82976953	1	4
chr10.58553125.58553701	-0.19817672	1	2
chr10.61721225.61721526	-0.10712911	1	4
chr10.62328000.62328451	-0.21342829	1	1
chr10.66021025.66021551	-0.23250348	1	1
chr10.66382700.66383951	-0.060486352	1	4
chr10.66466025.66467401	0.53739514	1	2
chr10.66567150.66567651	-0.36237422	1	1
chr10.68928275.68928876	-0.23576221	1	3
chr10.69947550.69948076	0.20124697	1	0
chr10.71217425.71218201	-0.049226976	1	1
chr10.79117550.79118001	-0.57734125	1	2
chr10.82673475.82674301	-0.55286285	1	1
chr10.84322350.84322826	-0.024177381	1	4
chr10.84647850.84648251	-0.4944261	1	3
chr10.86521125.86521576	0.12710605	1	1
chr10.86564250.86565101	0.37191343	1	3
chr10.86788575.86788951	-0.082589468	1	3
chr10.86910025.86911301	1.4366481	1	2
chr10.86951650.86952826	1.2755969	1	1
chr10.88896975.88898176	0.82769101	1	3
chr10.91344350.91344851	0.16607263	1	1
chr10.91544000.91544476	-0.15296338	1	4
chr10.91625600.91626951	0.37103092	1	0
chr10.92018625.92020426	2.2704377	1	0
chr10.92545650.92546226	0.25573921	1	3
chr10.92726150.92726701	-0.43642627	1	2
chr10.92745350.92746076	0.16733846	1	3
chr10.92837000.92838126	-0.41659394	1	2
chr10.94702050.94702801	0.61289308	1	0
chr10.95771150.95772176	0.62999395	1	0
chr10.96108200.96109351	0.7034352	1	0
chr10.96418075.96419401	1.3335651	1	0
chr10.96941875.96942851	0.66665623	1	4
chr10.99573550.99574301	0.0698326	1	4
chr10.104817575.104818601	0.54707988	1	4
chr10.104921425.104922276	1.0855653	1	2
chr10.105363475.105364301	-0.063687889	1	3
chr10.109121700.109122226	-0.12876449	1	3
chr10.109979800.109980226	0.14176835	1	2
chr10.110368175.110368726	-0.16677806	1	0
chr10.115008075.115008901	0.4361536	1	3
chr10.118396450.118397351	0.057865261	1	3
chr10.118398900.118399426	-0.17424453	1	1
chr10.119853925.119855501	1.2664176	1	3
chr10.120262425.120263101	-0.20540733	1	1
chr11.5291000.5291926	0.027265668	1	4
chr11.10988025.10988526	-0.2503772	1	2
chr11.11767950.11768676	0.35713451	1	2
chr11.11840900.11841851	0.0012612712	1	4
chr11.12267450.12268076	-0.20206256	1	1
chr11.12276675.12277051	-0.50550298	1	1
chr11.14081875.14082826	-0.016737563	1	3
chr11.17360275.17361276	1.3131335	1	2
chr11.18063625.18064726	0.40757811	1	1
chr11.18071200.18071676	0.23500621	1	0
chr11.18816575.18817351	0.57701515	1	4
chr11.20555675.20556551	0.069873764	1	3
chr11.20563525.20564051	-0.029857573	1	3
chr11.21917425.21918151	-0.059419956	1	4
chr11.21934600.21935201	0.026666292	1	3
chr11.22247875.22249076	1.0794625	1	2
chr11.22272625.22273101	1.0197176	1	4
chr11.23979350.23980051	0.77035282	1	3
chr11.23995675.23996201	0.34740067	1	2
chr11.24230450.24231101	0.73658679	1	0
chr11.24270150.24271026	0.85384639	1	1
chr11.24271125.24271726	0.14733767	1	2
chr11.26706525.26707201	0.068926072	1	4
chr11.28592825.28593976	-0.27246227	1	0
chr11.29674100.29674626	-0.42344118	1	1
chr11.31927450.31928426	-0.097875611	1	2
chr11.32012850.32013751	0.77430052	1	2
chr11.32041675.32042401	-0.16162528	1	0
chr11.32057500.32058726	1.4883193	1	3
chr11.34316100.34316651	-0.043721468	1	3
chr11.35669750.35670751	-0.23458652	1	0
chr11.35726775.35727501	0.18206882	1	4
chr11.35867375.35868501	0.95076632	1	3
chr11.36510200.36511226	0.20069492	1	1
chr11.36715625.36716101	-0.15247669	1	3
chr11.36967300.36967676	-0.18696711	1	0
chr11.39737550.39737976	-0.40968494	1	2
chr11.40269775.40270526	0.41238992	1	0
chr11.40323900.40324851	0.13298321	1	0
chr11.40387025.40387501	0.46378737	1	2
chr11.40437475.40438576	-0.19900789	1	0
chr11.40508075.40508726	-0.27659574	1	4
chr11.47454075.47454576	0.94543983	1	3
chr11.54567625.54568876	-0.33217017	1	4
chr11.56060250.56061001	-0.31362759	1	2
chr11.61943650.61944701	0.42413979	1	4
chr11.63059825.63060326	0.71291446	1	3
chr11.63113200.63114076	0.40022104	1	3
chr11.63864425.63865301	0.17675287	1	0
chr11.64091725.64092251	0.57965332	1	3
chr11.64214125.64214501	0.11149294	1	1
chr11.65690750.65691401	0.65822241	1	3
chr11.66831200.66831676	-0.19179623	1	4
chr11.66890850.66891301	0.018235505	1	2
chr11.67958875.67959901	1.7245557	1	4
